repo_name,repo_url,repo_id,discription,date_created,date_last_push,homepage,repo_language,forks_count,stars_count,owner
debots,https://github.com/tonlabs/debots,345950745,Debots,2021-03-09 09:25:11,2022-04-18 15:00:09,,Solidity,24,18.0,tonlabs
ERC2309,https://github.com/veqtor/ERC2309,346080895,Experimental WARNING! ERC2309 prototype! Do not use in production!,2021-03-09 17:02:15,2021-03-09 21:08:51,,Solidity,2,12.0,veqtor
IMX,https://github.com/Impermax-Finance/IMX,346124766,,2021-03-09 19:44:07,2021-04-27 23:38:44,,Solidity,1,6.0,Impermax-Finance
price-aggregators,https://github.com/aave/price-aggregators,346345091,,2021-03-10 12:15:17,2021-11-22 19:20:12,,Solidity,7,9.0,aave
ConFuzzius,https://github.com/christoftorres/ConFuzzius,346510132,A data dependency-aware hybrid fuzzer for Ethereum smart contracts (EuroS&P 2021). ,2021-03-10 22:32:02,2022-01-19 11:34:11,,Solidity,14,33.0,christoftorres
curve-merkle-oracle,https://github.com/lidofinance/curve-merkle-oracle,346529916,Trustless oracle for a Curve ETH/stETH pool using MPT proofs,2021-03-11 00:24:27,2022-03-02 11:32:39,,Solidity,5,33.0,lidofinance
warden-pool,https://github.com/Wardenswap/warden-pool,346580104,,2021-03-11 04:43:30,2021-03-16 07:43:52,,Solidity,6,6.0,Wardenswap
warden-farm,https://github.com/Wardenswap/warden-farm,346594495,Warden farmers,2021-03-11 05:58:25,2021-05-09 14:24:55,,Solidity,8,18.0,Wardenswap
smart-contracts,https://github.com/yieldyak/smart-contracts,346833115,Autocompounder contracts for Avalanche written in Solidity,2021-03-11 20:47:54,2022-04-28 07:50:02,,Solidity,39,107.0,yieldyak
yearn-lens,https://github.com/yearn/yearn-lens,346971965,,2021-03-12 06:59:22,2022-04-25 21:32:00,,Solidity,19,12.0,yearn
staking-contract,https://github.com/BSCPad-Staking/staking-contract,347150437,BSCPad Staking Contract,2021-03-12 17:48:39,2021-03-18 02:52:37,,Solidity,16,10.0,BSCPad-Staking
arbitrage-bot,https://github.com/ogwurujohnson/arbitrage-bot,347270414,"An arbitrage bot that detects arbitrage opportunities between pancake and bakery swaps and manages flash swap calls, to the flash swap contract",2021-03-13 04:20:22,2021-05-31 13:01:21,,Solidity,74,139.0,ogwurujohnson
ctf-blockchain-challenges,https://github.com/chainflag/ctf-blockchain-challenges,347320721,Blockchain Challenges Collection(WIP),2021-03-13 08:57:28,2021-12-18 12:12:23,https://chainflag.org/challenges,Solidity,4,30.0,chainflag
contracts,https://github.com/nerve-finance/contracts,347778584,,2021-03-14 23:19:49,2021-04-06 20:10:55,,Solidity,9,7.0,nerve-finance
OurZora-Polygon-Deployment,https://github.com/iamjaspreetsingh/OurZora-Polygon-Deployment,347904621,,2021-03-15 09:17:02,2021-03-15 09:18:39,,Solidity,4,14.0,iamjaspreetsingh
vault-interfaces,https://github.com/yieldprotocol/vault-interfaces,348109692,Interface files for the vault contracts,2021-03-15 20:14:26,2022-04-21 09:16:27,,Solidity,2,11.0,yieldprotocol
tamago-finance,https://github.com/tamago-finance/tamago-finance,348260687,Financial NFT + Marketplace on EVM-compatible chain,2021-03-16 07:59:28,2022-04-28 14:04:41,https://tamago.finance/,Solidity,2,14.0,tamago-finance
Contracts,https://github.com/Popsicle-Finance/Contracts,348649733,Popsicle Finance smart contracts,2021-03-17 09:25:58,2021-05-31 09:55:21,,Solidity,10,39.0,Popsicle-Finance
bird-core,https://github.com/BirdFinance/bird-core,348707132,,2021-03-17 12:48:10,2021-05-06 14:26:13,,Solidity,0,7.0,BirdFinance
breadchain-defi,https://github.com/kassandraoftroy/breadchain-defi,348711607,experiments in liquidity mining for breadchain ecosystem,2021-03-17 13:01:39,2021-07-08 21:46:28,,Solidity,0,9.0,kassandraoftroy
keep3r-liquidity-manager,https://github.com/lbertenasco/keep3r-liquidity-manager,348741966,,2021-03-17 14:34:56,2022-01-13 17:56:13,,Solidity,0,6.0,lbertenasco
flashbots-unstake-and-transfer,https://github.com/spalladino/flashbots-unstake-and-transfer,348777127,Outdated | Fork of searcher-sponsored-tx to unstake and transfer tokens from a compromised account,2021-03-17 16:25:42,2021-12-03 13:23:57,,Solidity,16,44.0,spalladino
Akropolis-delphi-exploit,https://github.com/ethereumvex/Akropolis-delphi-exploit,348850513,Reconstruction of the Akropolis Delphi reentrancy exploit,2021-03-17 20:59:24,2021-03-25 20:06:44,,Solidity,4,8.0,ethereumvex
depay-claimable-nft-airdrops,https://github.com/DePayFi/depay-claimable-nft-airdrops,349030744,Smart contract allowing withdrawing claimable NFT airdrops,2021-03-18 10:27:47,2021-03-18 21:38:21,,Solidity,10,33.0,DePayFi
nft-toolkit,https://github.com/aaronisme/nft-toolkit,349032174,the toolkit to help anyone to mint their nft,2021-03-18 10:32:42,2021-04-05 12:45:35,,Solidity,2,7.0,aaronisme
MIP21-RWA-Example,https://github.com/makerdao/MIP21-RWA-Example,349105062,MIP21 example,2021-03-18 14:30:52,2022-04-28 21:07:51,,Solidity,7,12.0,makerdao
harvest-strategy-bsc,https://github.com/harvest-finance/harvest-strategy-bsc,349198078,Harvest strategies for Binance Smart Chain,2021-03-18 19:43:50,2021-05-18 15:50:18,,Solidity,12,39.0,harvest-finance
dogeswap-contracts,https://github.com/Dogeswap-Fans/dogeswap-contracts,349313048,Contracts about dogeswap,2021-03-19 05:37:31,2021-05-16 15:25:07,,Solidity,7,10.0,Dogeswap-Fans
chaindata,https://github.com/connext/chaindata,349362829,Cross-chain EVM-based token data.,2021-03-19 09:10:31,2022-04-28 12:13:54,,Solidity,114,122.0,connext
eth-maxi-token,https://github.com/smartcontracts/eth-maxi-token,349650174,,2021-03-20 06:50:05,2021-03-20 23:28:17,,Solidity,2,10.0,smartcontracts
spookyswap-core,https://github.com/SpookySwap/spookyswap-core,349774645,,2021-03-20 16:14:23,2022-02-24 00:00:32,,Solidity,36,34.0,SpookySwap
steakbank-contract,https://github.com/steakbankfinance/steakbank-contract,349898955,Implement steakbank protocol which is staking derivatives. This protocol can provide full liquidity for staked assets and offer user better staking APY.,2021-03-21 04:23:40,2022-03-29 12:45:36,,Solidity,7,10.0,steakbankfinance
pandaswap-contracts,https://github.com/Pandaswapdex/pandaswap-contracts,349913014,,2021-03-21 06:01:19,2021-04-09 11:14:51,,Solidity,6,8.0,Pandaswapdex
Chainlink-Content,https://github.com/ChainShot/Chainlink-Content,350173318,,2021-03-22 01:52:18,2021-10-25 21:00:22,,Solidity,3,7.0,ChainShot
waifusion-contracts,https://github.com/uwu-labs/waifusion-contracts,350219819,Tracking & documenting on-chain Waifusion contracts,2021-03-22 05:35:40,2021-04-15 08:15:10,,Solidity,1,7.0,uwu-labs
lemond,https://github.com/Lemond-finance/lemond,350356774,,2021-03-22 13:37:06,2021-07-11 16:22:49,,Solidity,6,18.0,Lemond-finance
ttswap-contracts,https://github.com/thundercore/ttswap-contracts,350643486,The contract source code and ABIs of TTSwap,2021-03-23 08:59:25,2021-03-23 09:35:17,,Solidity,6,7.0,thundercore
protocol,https://github.com/safegalaxy/protocol,350841563,SafeGalaxy Smart Contract,2021-03-23 20:01:34,2021-03-23 21:23:03,https://safegalaxy.me,Solidity,6,6.0,safegalaxy
dyp-earn-vault,https://github.com/dypfinance/dyp-earn-vault,350851914,"DYP Vaults with support for the following deposit tokens: ETH, WBTC, USDC, USDT, DAI",2021-03-23 20:42:43,2021-10-20 13:24:41,,Solidity,11,22.0,dypfinance
Forth,https://github.com/ampleforth/Forth,351178154,Ampleforth Governance Contracts,2021-03-24 18:06:41,2021-06-29 17:32:28,,Solidity,7,20.0,ampleforth
dss-direct-deposit,https://github.com/makerdao/dss-direct-deposit,351244126,,2021-03-24 22:47:10,2022-04-26 21:23:30,,Solidity,7,37.0,makerdao
vaderprotocol-contracts,https://github.com/vetherasset/vaderprotocol-contracts,351652317,,2021-03-26 03:39:25,2021-08-26 10:13:14,,Solidity,7,7.0,vetherasset
Cryptoghost.art,https://github.com/dezmou/Cryptoghost.art,351742258,On chain generated Non Fungible Token,2021-03-26 10:22:08,2022-01-17 00:39:39,,Solidity,6,57.0,dezmou
ElonGateToken,https://github.com/ElonGate-creator/ElonGateToken,351771321,ElonGate token ,2021-03-26 12:14:19,2021-03-26 12:17:04,,Solidity,6,6.0,ElonGate-creator
flashloans,https://github.com/gg2001/flashloans,351798744,"dYdX, Aave and Uniswap flash loans",2021-03-26 13:54:15,2021-04-03 07:14:45,,Solidity,9,22.0,gg2001
rmm-core,https://github.com/primitivefinance/rmm-core,351827950,Primitive Replicating Market Maker smart contracts,2021-03-26 15:29:20,2022-04-28 09:34:55,https://primitive.xyz,Solidity,20,97.0,primitivefinance
spookyswap-farm,https://github.com/SpookySwap/spookyswap-farm,351841765,,2021-03-26 16:16:12,2021-05-04 02:22:51,,Solidity,18,14.0,SpookySwap
Artion-Contracts,https://github.com/Fantom-foundation/Artion-Contracts,351921242,Smart contracts for Fantom Artion Marketplace,2021-03-26 21:55:38,2022-03-08 21:11:36,,Solidity,54,59.0,Fantom-foundation
maki-swap,https://github.com/MakiSwap-Protocol/maki-swap,351924693,,2021-03-26 22:13:25,2021-06-11 00:07:06,,Solidity,0,7.0,MakiSwap-Protocol
NFT-Tutorial,https://github.com/BlockDevsUnited/NFT-Tutorial,351928945,Deploy an NFT project on Ethereum,2021-03-26 22:37:04,2022-01-14 03:27:34,,Solidity,33,87.0,BlockDevsUnited
NFTEX,https://github.com/TheGreatHB/NFTEX,351974999,"ERC721(NFT) token exchange. There are 3 types of order. Dutch auction, English auction, Fixed price order.",2021-03-27 03:45:36,2022-03-25 00:17:32,,Solidity,15,28.0,TheGreatHB
Smart-Contracts,https://github.com/loan-wolf/Smart-Contracts,351991939,The smart contracts/tests for LoanWolf,2021-03-27 05:39:51,2021-07-14 07:22:58,,Solidity,4,9.0,loan-wolf
nft-farming,https://github.com/wjsxqs/nft-farming,352246192,This is a smart contract demo that farm ERC1155 NFT by staking ERC20 LP tokens.,2021-03-28 05:10:27,2021-03-28 05:14:49,,Solidity,4,14.0,wjsxqs
contract-source-code,https://github.com/Pi-Community-Token/contract-source-code,352375875,PCFT Contract Sourcecode,2021-03-28 16:11:15,2021-04-26 12:00:47,,Solidity,1,7.0,Pi-Community-Token
flashloan-demo,https://github.com/verynifty/flashloan-demo,352639701,Demo repo for NFT flashloans,2021-03-29 12:43:54,2021-07-21 02:37:44,,Solidity,13,16.0,verynifty
flashloan_interface,https://github.com/UniLend/flashloan_interface,352657360,,2021-03-29 13:40:35,2021-12-17 18:40:58,,Solidity,9,7.0,UniLend
documentation,https://github.com/smartcontractkit/documentation,352717417,https://docs.chain.link The Chainlink developer documentation website for Smart Contract Devs and Node Operators,2021-03-29 16:51:01,2022-04-28 15:27:47,https://docs.chain.link,Solidity,179,140.0,smartcontractkit
treedefi-contracts,https://github.com/treedefi/treedefi-contracts,352728945,Smart Contracts for treedefi,2021-03-29 17:30:26,2022-03-07 11:35:30,,Solidity,8,11.0,treedefi
auctions,https://github.com/mirror-xyz/auctions,352867772,,2021-03-30 04:16:09,2022-03-28 20:25:48,,Solidity,6,32.0,mirror-xyz
radicle-orgs,https://github.com/radicle-dev/radicle-orgs,353036002,Radicle Orgs Ethereum Contracts,2021-03-30 14:45:01,2022-02-09 15:47:55,,Solidity,6,12.0,radicle-dev
paradigm-ctf-2021,https://github.com/paradigm-operations/paradigm-ctf-2021,353086217,Official repository for Paradigm CTF 2021,2021-03-30 17:30:42,2022-04-20 10:46:43,https://ctf.paradigm.xyz,Solidity,54,283.0,paradigm-operations
contracts,https://github.com/baofinance/contracts,353103834,,2021-03-30 18:32:32,2021-04-07 15:33:29,,Solidity,4,6.0,baofinance
isotile-contracts,https://github.com/defimoon/isotile-contracts,353389486,,2021-03-31 14:42:37,2022-04-09 00:31:25,,Solidity,0,7.0,defimoon
NFTSwap,https://github.com/DenrianWeiss/NFTSwap,353640394,Open source contract for creating a NFT defi auction mechinaism,2021-04-01 09:09:48,2021-04-01 11:51:15,,Solidity,1,10.0,DenrianWeiss
DYP-Bridge-and-Staking-on-Binance-Smart-Chain,https://github.com/dypfinance/DYP-Bridge-and-Staking-on-Binance-Smart-Chain,353695325,,2021-04-01 12:38:15,2021-10-20 13:24:03,,Solidity,14,31.0,dypfinance
uniswap-liquidity-dao,https://github.com/dmihal/uniswap-liquidity-dao,353739843,,2021-04-01 15:12:12,2021-04-05 21:24:02,,Solidity,3,36.0,dmihal
pancake-bakery-arbitrage,https://github.com/yuyasugano/pancake-bakery-arbitrage,354183175,A sample application invokes a flashswap in PancakeSwap and a monitoring tool in Node.js.,2021-04-03 02:42:51,2022-04-04 12:10:08,,Solidity,153,203.0,yuyasugano
solidity-mt-vs-mmr,https://github.com/miguelmota/solidity-mt-vs-mmr,354466129,Solidity example comparing Merkle Tree vs Merkle Mountain Range tree gas usage.,2021-04-04 05:45:29,2021-04-04 05:57:00,https://github.com/miguelmota/solidity-mt-vs-mmr,Solidity,1,6.0,miguelmota
hashmasks,https://github.com/nftlendhub/hashmasks,354720431,folk of thehashmasks https://www.thehashmasks.com/,2021-04-05 04:46:40,2021-04-05 04:50:07,,Solidity,7,7.0,nftlendhub
chainlink-brownie-contracts,https://github.com/smartcontractkit/chainlink-brownie-contracts,354867034,A repository for automatically using the latest chainlink repo from the core chainlink repo. ,2021-04-05 14:45:01,2022-03-07 17:16:20,,Solidity,17,83.0,smartcontractkit
SmartContracts,https://github.com/SuperLauncher/SmartContracts,354903119,,2021-04-05 16:44:40,2021-05-19 10:54:12,,Solidity,13,6.0,SuperLauncher
geb-uni-v3-manager,https://github.com/reflexer-labs/geb-uni-v3-manager,355262368,Liquidity manager for Uniswap V3 where a GEB stable asset is part of a pair ,2021-04-06 16:43:55,2021-07-12 21:28:50,,Solidity,1,13.0,reflexer-labs
juld-token,https://github.com/JustLiquidity/juld-token,355457364,,2021-04-07 07:48:21,2021-04-07 13:43:04,,Solidity,4,24.0,JustLiquidity
ITEMS-Core,https://github.com/EthereansOS/ITEMS-Core,355502026,"?? ITEMS is a protocol for building Items, a new class of objects on top of Ethereum. Fusing ERC20s, ERC721s and ERC1155s into a single super-standard",2021-04-07 10:23:59,2022-04-27 09:22:33,https://item.eth.link,Solidity,4,9.0,EthereansOS
auto-top-up,https://github.com/gelatodigital/auto-top-up,355579316,Automatically top up multiple ETH addresses once their ETH balance falls below a certain threshold.,2021-04-07 14:40:49,2021-11-22 12:48:08,,Solidity,7,17.0,gelatodigital
qidao,https://github.com/0xlaozi/qidao,355674255,A CDP-based Polygon Stablecoin,2021-04-07 20:29:45,2022-03-02 03:28:09,,Solidity,31,47.0,0xlaozi
amm-arbitrageur,https://github.com/paco0x/amm-arbitrageur,355849164,An arbitrage bot between Uniswap AMMs,2021-04-08 09:48:22,2022-03-29 17:21:48,,Solidity,280,542.0,paco0x
mirin,https://github.com/sushiswap/mirin,355886727,A Sushi AMM v3 implementation,2021-04-08 11:51:40,2021-06-25 12:44:39,,Solidity,26,61.0,sushiswap
nucypher-contracts,https://github.com/nucypher/nucypher-contracts,356134261,,2021-04-09 04:25:41,2022-04-15 06:26:30,,Solidity,7,9.0,nucypher
smart-contracts,https://github.com/tatumio/smart-contracts,356155382,,2021-04-09 06:05:28,2022-04-21 11:13:23,,Solidity,16,23.0,tatumio
flashloan-playground,https://github.com/CreamFi/flashloan-playground,356219022,,2021-04-09 09:46:42,2022-03-30 05:36:55,,Solidity,19,41.0,CreamFi
evolution,https://github.com/darwin-sudo/evolution,356225207,,2021-04-09 10:07:45,2021-06-21 05:57:26,,Solidity,9,10.0,darwin-sudo
creator-core-solidity,https://github.com/manifoldxyz/creator-core-solidity,356289315,,2021-04-09 13:56:56,2022-02-15 01:28:50,,Solidity,21,74.0,manifoldxyz
INKubator,https://github.com/OctoFi/INKubator,356374081,Smart Contracts for INKubator,2021-04-09 19:08:36,2021-05-01 20:14:34,https://app.octo.fi/#/invest/launchpad,Solidity,6,9.0,OctoFi
dividends,https://github.com/indexed-finance/dividends,356612774,Solidity contracts for distribution of dividends,2021-04-10 14:53:29,2021-09-17 20:24:35,,Solidity,16,29.0,indexed-finance
yolochain,https://github.com/Code0x2/yolochain,356755641,,2021-04-11 03:19:05,2021-04-11 03:35:35,,Solidity,3,22.0,Code0x2
o3swap-aggregator-contracts,https://github.com/O3Labs/o3swap-aggregator-contracts,356876287,,2021-04-11 13:32:42,2021-10-16 03:15:32,,Solidity,14,10.0,O3Labs
governance,https://github.com/gitcoinco/governance,357189182,? Gitcoin Community Governance Contracts ,2021-04-12 12:41:55,2021-06-17 14:06:17,,Solidity,20,39.0,gitcoinco
yield-utils-v2,https://github.com/yieldprotocol/yield-utils-v2,357229490,Utility contracts for Yield v2,2021-04-12 14:42:11,2022-04-19 15:58:49,,Solidity,33,78.0,yieldprotocol
joe-core,https://github.com/traderjoe-xyz/joe-core,357423175,?? Main contracts for Trader Joe,2021-04-13 04:26:07,2022-04-07 10:46:28,,Solidity,57,89.0,traderjoe-xyz
Launchpad-smart-contract,https://github.com/Seedifyfund/Launchpad-smart-contract,357615956,,2021-04-13 16:14:49,2021-08-26 04:48:34,,Solidity,13,22.0,Seedifyfund
EclipseTokenContract,https://github.com/EclipseToken/EclipseTokenContract,357691544,Smart Contract (Erc20) of the Eclipse Token,2021-04-13 21:19:56,2021-04-13 21:20:30,,Solidity,9,9.0,EclipseToken
Zapper-API-Stack,https://github.com/Zapper-fi/Zapper-API-Stack,357841973,Demonstrates Usage of Zapper API via Web3 and Smart Contracts,2021-04-14 09:06:42,2021-04-14 09:40:16,,Solidity,10,18.0,Zapper-fi
Yield-Farming-smart-contract,https://github.com/Seedifyfund/Yield-Farming-smart-contract,357904556,,2021-04-14 12:53:04,2021-06-18 11:59:01,,Solidity,6,11.0,Seedifyfund
mint.club-contract,https://github.com/Steemhunt/mint.club-contract,358155162,Smart contracts for mint.club,2021-04-15 06:43:20,2021-12-22 03:43:41,,Solidity,6,58.0,Steemhunt
stable-farm,https://github.com/sskender/stable-farm,358393534,Automatically moving stable coins between decentralized finance platforms seeking for maximum yield,2021-04-15 21:10:40,2021-08-30 13:54:06,,Solidity,0,20.0,sskender
evmvdf,https://github.com/kilic/evmvdf,358514746,Delay Function Verification Smart Contract,2021-04-16 07:33:07,2021-05-04 08:23:19,,Solidity,1,17.0,kilic
AirNFT-ERC721,https://github.com/AirNFTs/AirNFT-ERC721,358840992,The solidity project files for the AirNFT custom ERC721 contract,2021-04-17 09:47:11,2021-04-17 10:07:50,,Solidity,11,6.0,AirNFTs
mips-best-practices,https://github.com/makerdao/mips-best-practices,358909425,A collection of best practices and code samples for technical Maker Improvement Proposals (MIPs).,2021-04-17 15:07:42,2022-02-13 15:48:52,,Solidity,3,43.0,makerdao
graphgen,https://github.com/Protean-Labs/graphgen,358955746,A subgraph generator for The Graph Network,2021-04-17 18:39:14,2021-11-17 15:16:01,,Solidity,0,8.0,Protean-Labs
TaoDAO,https://github.com/Taoist-DAO/TaoDAO,359151245,,2021-04-18 13:30:05,2021-06-09 12:22:18,,Solidity,0,6.0,Taoist-DAO
partybid,https://github.com/Anish-Agnihotri/partybid,359241439,"PartyBid is a collector DAO that lets individuals pool capital, bid on Mirror's reserve auctions, and resell NFTs.",2021-04-18 20:03:49,2022-01-03 18:07:15,https://twitter.com/prtydao,Solidity,8,100.0,Anish-Agnihotri
